source,target,weight
LAO,POL,11879.931
LAO,SGP,17886.829999999994
LAO,USA,22611.018
LAO,GTM,49.307
LAO,IND,161762.15199999997
LAO,ESP,1657.06
LAO,PRT,11268.372
LAO,GRC,86.794
LAO,NIC,64.67
LAO,SVN,86.06700000000001
LAO,TUR,2511.185
LAO,IRN,57.012
LAO,VNM,722769.1147000003
LAO,CAN,8608.08
LAO,THA,2363288.07811
LAO,DEU,60913.409000000014
LAO,ARE,27138.74
LAO,AUS,1553.7040000000002
LAO,CHE,23809.581
LAO,EST,237.6
LAO,AUT,628.962
LAO,MUS,19.557
LAO,MDG,1008.0
LAO,FRA,8857.313999999995
LAO,MMR,239.96555000000004
LAO,UKR,0.83
LAO,BIH,14.798
LAO,HRV,177.737
LAO,PNG,6.5
LAO,RWA,4.5
LAO,PAN,121.879
LAO,ISL,921.525
LAO,KHM,15585.2676
LAO,MYS,7544.004
LAO,ISR,10.352
LAO,QAT,0.773
LAO,ZAF,28.863
LAO,CRI,56.64
LAO,ITA,13866.469
LAO,PER,3.7
LAO,LUX,2.5
LAO,PAK,21.225
LAO,BGR,200.024
LAO,CHN,1239830.9160000002
LAO,BGD,21.456
LAO,MEX,51.576
LAO,LBY,224.4
LAO,ARG,77.986
LAO,NZL,33.543
LAO,SWE,21732.747000000003
LAO,MNG,3.0
LAO,YEM,218.033
LAO,PHL,283.322
LAO,IRL,161.551
LAO,MDV,83.867
LAO,SWZ,52.622
LAO,CAF,78.04599999999999
LAO,SLE,189.898
LAO,KWT,17.372
LAO,BEL,12540.865
LAO,DNK,9402.868
LAO,URY,559.394
LAO,JPN,70780.273
LAO,RUS,154.265
LAO,GBR,21033.536000000004
LAO,CHL,27.782
LAO,KOR,9611.445999999998
LAO,BRN,6.888
LAO,JAM,216.819
LAO,SAU,4.333
LAO,NLD,7066.869
LAO,IDN,696.3489999999999
LAO,TTO,75.0
LAO,NOR,29.273
LAO,OMN,90.4
POL,LAO,4208.789
POL,SGP,241650.21600000004
POL,BEN,27463.533
POL,USA,6138216.395999998
POL,FIN,1735636.4159999995
POL,BWA,1308.1249999999998
POL,GUY,2348.6430000000005
POL,LKA,47957.78600000001
POL,ZMB,4429.671
POL,AGO,21095.215
POL,GTM,13031.451
POL,IND,736162.6080000002
POL,GMB,7678.388999999999
POL,SEN,84499.06499999997
POL,MRT,16524.771
POL,ESP,6074261.926
POL,HUN,5800798.030999998
POL,IRQ,94181.983
POL,PRT,954512.1549999996
POL,HTI,16736.044
POL,CIV,31562.816999999992
POL,GRC,878322.9349999998
POL,NER,5567.365000000001
POL,DOM,14148.595000000005
POL,KIR,0.029
POL,NIC,1654.11
POL,AFG,7859.091999999999
POL,DZA,360362.451
POL,SVN,863497.3469999994
POL,GHA,50384.76999999999
POL,ETH,21546.915000000008
POL,TZA,81264.479
POL,COL,70532.00199999998
POL,TUR,3271239.1150000007
POL,IRN,135982.90200000003
POL,KEN,56544.867
POL,BTN,2.822
POL,VCT,2509.127
POL,VNM,276454.738
POL,STP,144.985
POL,LVA,1399804.3330000003
POL,WSM,12.73
POL,ATG,169789.19400000002
POL,HND,5270.56
POL,COG,23982.606999999996
POL,CYP,154019.078
POL,CAN,1294766.5609999998
POL,THA,265411.63999999984
POL,DEU,60209643.52299999
POL,PRY,13482.464999999998
POL,ARE,549554.9039999999
POL,AUS,714152.2529999998
POL,MLT,46571.571
POL,CHE,2174679.0930000003
POL,EST,1234451.859000001
POL,AUT,4225042.247
POL,LTU,3041075.729
POL,MUS,9169.928999999998
POL,MDG,3302.211
POL,CZE,14051780.541000005
POL,FRA,12342547.879000008
POL,MMR,8857.096
POL,LSO,0.528
POL,UKR,4609849.198000002
POL,BHS,304914.9150000001
POL,SLV,3152.657
POL,ALB,58014.163
POL,UGA,15763.746
POL,BIH,274034.25800000003
POL,SUR,6201.786999999999
POL,HRV,769487.2580000001
POL,SVK,5471194.500999999
POL,PNG,755.6399999999999
POL,TUN,138419.50000000003
POL,RWA,1365.1730000000002
POL,PAN,45767.842
POL,ISL,172597.26799999998
POL,KHM,29339.061
POL,ECU,21110.625
POL,GIN,28879.164999999997
POL,MYS,139190.504
POL,BLR,1481965.6550000007
POL,MLI,19632.121
POL,MOZ,44085.203
POL,GAB,12642.278000000004
POL,KGZ,22660.541
POL,TON,0.233
POL,ISR,607360.0650000001
POL,LBR,34143.054
POL,QAT,78874.834
POL,TKM,38009.99199999999
POL,NGA,114812.686
POL,ZAF,639678.6510000001
POL,LCA,238.183
POL,ARM,44008.48200000001
POL,MDA,195229.62300000005
POL,BHR,49045.85399999999
POL,UZB,78506.35500000003
POL,ZWE,5422.192000000001
POL,CRI,14363.511000000006
POL,ITA,10856011.128
POL,PER,64615.363
POL,LUX,349470.216
POL,PAK,115184.01
POL,BDI,151.20100000000005
POL,BGR,1084813.839
POL,CHN,2304750.878000001
POL,KAZ,477731.5429999999
POL,BGD,46686.075
POL,BRA,409039.674
POL,MEX,675489.5250000001
POL,EGY,276320.14999999985
POL,LBY,28961.205
POL,TCD,5369.548000000001
POL,ARG,163048.73100000003
POL,NZL,148320.3
POL,DMA,1171.056
POL,SWE,6038310.277000001
POL,MNG,48954.44299999999
POL,CMR,14930.934000000005
POL,YEM,12572.011
POL,PHL,60398.977
POL,IRL,876218.024
POL,GEO,140499.221
POL,KNA,46.917
POL,MDV,7553.701000000001
POL,FJI,256.943
POL,GNB,2907.329
POL,SWZ,0.709
POL,CAF,528.097
POL,SLE,5337.357999999999
POL,KWT,83446.22200000001
POL,BEL,4798334.16
POL,DNK,3942256.9900000007
POL,MWI,1709.6440000000002
POL,URY,20370.084999999995
POL,JPN,557799.4570000002
POL,BOL,9715.312
POL,SYC,2660.3879999999995
POL,RUS,6945277.890999998
POL,MAR,255576.10600000003
POL,JOR,76481.49200000001
POL,NAM,3286.7160000000003
POL,GBR,14071232.307999998
POL,GRD,32.028000000000006
POL,CHL,118165.05799999998
POL,MKD,139351.45299999998
POL,TJK,10793.842
POL,PLW,0.238
POL,GNQ,4193.382
POL,KOR,544003.4480000001
POL,NPL,5105.819000000001
POL,BRN,1783.843
POL,TGO,19567.647
POL,JAM,3379.15
POL,SAU,653852.912
POL,BFA,5226.774999999999
POL,NLD,9585823.217999998
POL,IDN,115669.444
POL,TTO,5039.47
POL,NOR,2648669.177
POL,OMN,126879.715
POL,COM,2449.705000000001
POL,LBN,81533.571
POL,AZE,72048.005
SGP,LAO,31892.120395997063
SGP,POL,267007.6908203855
SGP,BEN,11976.511442532124
SGP,USA,23951289.022674557
SGP,FIN,168771.9889780334
SGP,BWA,2746.6923887661005
SGP,GUY,2695.6682129291703
SGP,LKA,1805378.111104614
SGP,ZMB,1251.29143158147
SGP,AGO,65025.34927630909
SGP,GTM,13901.97993676452
SGP,IND,10728854.022171749
SGP,GMB,2701.56634992951
SGP,SEN,17453.016444844623
SGP,MRT,7323.292290979171
SGP,ESP,297506.1360904778
SGP,HUN,265404.0679638533
SGP,IRQ,60176.98281876415
SGP,PRT,139564.6580733661
SGP,HTI,1887.14799808851
SGP,CIV,20450.98845866637
SGP,GRC,26174.251277636253
SGP,NER,977.11285856247
SGP,DOM,8389.606318066322
SGP,KIR,1027.77972528891
SGP,NIC,1991.52212042274
SGP,AFG,19481.91034411788
SGP,DZA,51608.434213775545
SGP,SVN,71133.63041857276
SGP,GHA,76300.50207225558
SGP,ETH,46421.58803862194
SGP,TZA,31283.42439524177
SGP,COL,103037.77176569884
SGP,TUR,480464.9550171242
SGP,IRN,179260.76312775066
SGP,KEN,50630.03852128698
SGP,BTN,8021.11480947135
SGP,VCT,184.33961135592003
SGP,VNM,12185866.11613664
SGP,STP,246.87885240069
SGP,LVA,15178.787442471568
SGP,WSM,50596.05501848419
SGP,ATG,5001.486094776269
SGP,HND,2713.796758123261
SGP,COG,13444.606880979
SGP,CYP,7810.257498856588
SGP,CAN,728959.9759552852
SGP,THA,14519912.712142607
SGP,DEU,5971332.184739887
SGP,PRY,3349.7040581754004
SGP,ARE,3542276.409177467
SGP,AUS,9856239.875934036
SGP,MLT,44491.09982248431
SGP,CHE,2354471.9988130825
SGP,EST,12914.27173969038
SGP,AUT,137690.3420383632
SGP,LTU,8086.925639410143
SGP,MUS,47314.19040728669
SGP,MDG,15309.24150604692
SGP,CZE,477683.7529462157
SGP,FRA,3639467.887103034
SGP,MMR,2499351.394356389
SGP,LSO,279.02000275140006
SGP,UKR,14807.386727447576
SGP,BHS,1708.9920811153504
SGP,SLV,4810.486618478578
SGP,ALB,786.8751102062099
